sentence,payment_label
"Dear, how are you?",0.0
It is a pleasure to write you that we have reconciled with our logistic department on the reimbursement of some fund spent by you during the cause of your Inadequate dealings with some impostors who claim to be staff in banks and other regional payment centers.,1.0
Chat with us online!,0.0
"Wednesday, October 09, 2019 11:18 AM",0.0
Let's Connect Via Our healow App,0.0
It is intended for the individual or entity to whom it is addressed.,0.0
I waited regarding the email I sent to you few days and did not get any respond.,0.0
distribution or use of the content of this information is strictly prohibited.,0.0
Please email me if you are interested in accessing invoice copies and/or other account information by setting up an account on BillTrust.,1.0
"Anadarko Petroleum Corporation has updated its standard contract document to comply with statutory requirements and updates to corporate policies including spatial data rider, drug & alcohol, cyber-security, etc.",0.0
or visit our website at: https://www.nbf.com/Customer-Services/FAQs/Duns-and-Federal-Tax-Identification-Numbers,1.0
"I need you to process a ' Faster Payment ' to a new beneficiary , can you handle this right now ?",1.0
"A vehicle is blocking my driveway since Sept. 7, 2019 at",0.0
I am looking forward to your earliest response.,0.0
"My name is Reem E. Al-Hashimi, the Emirates Minister of State and Managing Director for the United Arab Emirates (Dubai) World Expo 2020 Committee.",0.0
We will never ask you for your password in an email.,0.0
Please take a moment to renew your membership for the 2019 calendar year to continue your support of AEG projects and initiatives and benefits such as continuing education opportunities and field trips.,0.0
"If you are not the intended recipient of this e-mail, you are prohibited from sharing, copying, or otherwise using or disclosing its contents.",0.0
"I am Mr Frank Wong,Chairman of DBS Bank in (Hong Kong).",0.0
We would like to inform you that your registration has been approved; you may find the login information below.,0.0
as your Samsung account ID.,0.0
Dicho plazo de reinscripción sera del 30 de julio al 30 de septiembre para todos los estudiantes de Kinder hasta 12 grado.,0.0
has not yet been received and is now,0.0
Account name: Lena Townend TTEE TheBarbara C Townend 2007 RVOCTR.,1.0
If done in - person within a branch please remember to keep your receipt as proof of payment,1.0
"On Jul 29, 2019, at 10:55 AM, DePasquale, Dean <Dean.DePasquale@sanjoseca.gov> wrote:",0.0
"self, granting him the benefit to process and claim your inheritance",1.0
Please find attached the completed application.,0.0
This offer of employment is contingent upon your clearance from the Department of Justice.,0.0
"Finally; for the purpose of proper verification of your claims, it is imperative that you furnish us with the following of",1.0
doing this work of God in charity home in your country.,0.0
A simple email address and contact name (if available) would suffice thank you,0.0
This is a reminder that you are still invited to anonymously share your views as part of a global study on investment managers on behalf of a large US asset management firm.,1.0
Your Satisfaction is our #1 Priority.,0.0
Is that law still valid?,0.0
I WANT TO SEEK FOR YOUR APPROVAL TO SHARE SOME INFORMATION WITH YOU,0.0
till date nobody has come forward or put application for the claim.,1.0
Log in and click the,0.0
Houston Commercial Banking- Vice President,0.0
We covered the volunteer rules already but here's a copy of the handbook for your perusal.,0.0
"As an officer of the bank, I cannot be directly connected to this money thus I am impelled to request for your assistance to receive this money into your bank account on my behalf.",1.0
it before the close of banking transactions for today,1.0
"If you are paying via credit card, you should receive a receipt of payment email within 24 hours.",1.0
"For two years now, l have tried",0.0
This message was sent from a notification-only email address that does not accept incoming email.,0.0
She is in poor health too.,0.0
"apparently, so that other government officials will not benefits from these( oil windfalls venture) where he has been a culprit alone with his aides.more details about this transaction will be given to you as soon as we receive your positive respond.",1.0
"San Jose, California 95112",0.0
Congratulations on completing your recent class!,0.0
All communication must be private because we don't want this,0.0
[217.217.179.17 listed in zen.spamhaus.org],0.0
1436 Carnelian Drive  Owner - Sweetland Investment,0.0
Your report has been rejected.,0.0
That might have been what happened Friday.,0.0
"If you did not ask for your password to be reset, please ignore this email.",0.0
Caller ID - (+1 228-427-****),0.0
"The deceased clients life savings GBP12,500,000.00 was deposited in the one of the London banks, and on searching for the deceased relatives when the bank is threatening to confiscate the funds I discovered the next of kin was a reverend sister that all of them grew up in a motherless home and she was dead two years ago and since I have all the documents and the late next of kin have the same surname with you that is why I am contacting you if such a deal is not against your wish reply and I will guide you on how to apply for the claim, and we will work together on how to obtain all the necessary documents in your favour.",1.0
Join our email program today and we'll regularly send great offers and resources direct to your inbox - so you can make more of your time andmoney.,0.0
Check return & refund status,1.0
I felt pains after going through your payment file and found the reason why you have not start receiving your fund from this department and ready to do my utmost to make sure you receive it all OK?,1.0
They rejected the report with the following message:,0.0
hello shawn I sent you and update of myresume,0.0
use the button below to continue with same password,0.0
"On 9/22/17, 10:35, ""Coskey, Bill"" <",0.0
"To renew, just follow this simple process:",0.0
Send informations to the official processing claim address,1.0
Pant (waist x length),0.0
We also recommend changing password on other non-Amazon websites if you use the same password.,0.0
+The names of all passengers requesting a refund,1.0
"For any queries about this shipment, please contact",0.0
"Wednesday, January 20, 2016 at 16:03",0.0
Transaction DateTime: 12/2/2019 1:13:02 PM,1.0
"Millet Dela Cruz; Deisenroth, Lorie",0.0
US DEPARTMENT OF TREASURY,0.0
As soon as I receive your reply I shall give you the contact of them.,0.0
FAQS | Contact US | About US,0.0
It is urgent that you stop using affected product.,0.0
Contact Email : unitednationscompensation119@gmail.com,0.0
if you have any questions please feel free to reach me at mia_s20@yahoo.com or my cell phone number at 408-622-1768.,0.0
The problem is I cant find my library card.,0.0
Transaction DateTime: 8/14/2019 12:32:49 PM,1.0
"5,500,000.00 GBP: (FIVE MILLION FIVE GREAT BRITISH POUNDS)",1.0
We have much yet to accomplish together and ask that you take a moment now to renew your membership dues for another year with The Association for Animal Welfare Advancement.,0.0
